"environment"	"difficulty"	"option.order"	"trial"	"a"	"b"	"c"
"781"	"dynamic"	"easy"	"gbm"	33	-12	-14	-14
"805"	"dynamic"	"easy"	"gbm"	34	-7	-8	-14
"829"	"dynamic"	"easy"	"gbm"	35	12	-3	-4
"853"	"dynamic"	"easy"	"gbm"	36	-11	-8	15
"877"	"dynamic"	"easy"	"gbm"	37	8	-13	10
"901"	"dynamic"	"easy"	"gbm"	38	14	-5	17
"925"	"dynamic"	"easy"	"gbm"	39	8	-26	13
"949"	"dynamic"	"easy"	"gbm"	40	1	-6	-11
"973"	"dynamic"	"easy"	"gbm"	41	29	-7	2
"997"	"dynamic"	"easy"	"gbm"	42	-12	12	-5
"1021"	"dynamic"	"easy"	"gbm"	43	4	-6	-3
"1045"	"dynamic"	"easy"	"gbm"	44	11	-15	-16
"1069"	"dynamic"	"easy"	"gbm"	45	-5	-17	6
"1093"	"dynamic"	"easy"	"gbm"	46	1	-7	-7
"1117"	"dynamic"	"easy"	"gbm"	47	2	-17	4
"1141"	"dynamic"	"easy"	"gbm"	48	-4	-13	-5
"1165"	"dynamic"	"easy"	"gbm"	49	3	-5	-9
"1189"	"dynamic"	"easy"	"gbm"	50	21	-3	-16
"1213"	"dynamic"	"easy"	"gbm"	51	2	1	4
"1237"	"dynamic"	"easy"	"gbm"	52	15	-7	-3
"1261"	"dynamic"	"easy"	"gbm"	53	-6	-14	9
"1285"	"dynamic"	"easy"	"gbm"	54	5	-10	1
"1309"	"dynamic"	"easy"	"gbm"	55	9	-13	1
"1333"	"dynamic"	"easy"	"gbm"	56	-4	-19	16
"1357"	"dynamic"	"easy"	"gbm"	57	14	3	0
"1381"	"dynamic"	"easy"	"gbm"	58	16	-5	9
"1405"	"dynamic"	"easy"	"gbm"	59	2	0	14
"1429"	"dynamic"	"easy"	"gbm"	60	-2	-21	-7
"1453"	"dynamic"	"easy"	"gbm"	61	7	10	-9
"1477"	"dynamic"	"easy"	"gbm"	62	23	3	15
"1501"	"dynamic"	"easy"	"gbm"	63	16	-18	-13
"1525"	"dynamic"	"easy"	"gbm"	64	27	-4	2
"1549"	"dynamic"	"easy"	"gbm"	65	-8	-9	-9
"1573"	"dynamic"	"easy"	"gbm"	66	0	15	6
"1597"	"dynamic"	"easy"	"gbm"	67	19	1	1
"1621"	"dynamic"	"easy"	"gbm"	68	5	2	11
"1645"	"dynamic"	"easy"	"gbm"	69	-12	3	-3
"1669"	"dynamic"	"easy"	"gbm"	70	14	3	19
"1693"	"dynamic"	"easy"	"gbm"	71	12	-8	-5
"1717"	"dynamic"	"easy"	"gbm"	72	6	0	4
"1741"	"dynamic"	"easy"	"gbm"	73	17	2	-6
"1765"	"dynamic"	"easy"	"gbm"	74	21	-9	-20
"1789"	"dynamic"	"easy"	"gbm"	75	1	-11	1
"1813"	"dynamic"	"easy"	"gbm"	76	1	-11	9
"1837"	"dynamic"	"easy"	"gbm"	77	24	-5	-17
"1861"	"dynamic"	"easy"	"gbm"	78	11	-4	29
"1885"	"dynamic"	"easy"	"gbm"	79	4	-11	-12
"1909"	"dynamic"	"easy"	"gbm"	80	2	7	16
"1933"	"dynamic"	"easy"	"gbm"	81	-1	-8	3
"1957"	"dynamic"	"easy"	"gbm"	82	-6	8	9
"1981"	"dynamic"	"easy"	"gbm"	83	11	-3	-4
"2005"	"dynamic"	"easy"	"gbm"	84	16	9	11
"2029"	"dynamic"	"easy"	"gbm"	85	-2	-1	5
"2053"	"dynamic"	"easy"	"gbm"	86	8	1	5
"2077"	"dynamic"	"easy"	"gbm"	87	7	6	0
"2101"	"dynamic"	"easy"	"gbm"	88	6	-6	-5
"2125"	"dynamic"	"easy"	"gbm"	89	2	-6	11
"2149"	"dynamic"	"easy"	"gbm"	90	0	-5	-11
"2173"	"dynamic"	"easy"	"gbm"	91	-11	-9	-2
"2197"	"dynamic"	"easy"	"gbm"	92	2	-4	2
"2221"	"dynamic"	"easy"	"gbm"	93	6	-11	-3
"2245"	"dynamic"	"easy"	"gbm"	94	-15	-22	12
"2269"	"dynamic"	"easy"	"gbm"	95	-10	-4	9
"2293"	"dynamic"	"easy"	"gbm"	96	9	-1	-3
"2317"	"dynamic"	"easy"	"gbm"	97	-8	8	10
"2341"	"dynamic"	"easy"	"gbm"	98	7	2	4
"2365"	"dynamic"	"easy"	"gbm"	99	15	-1	13
"2389"	"dynamic"	"easy"	"gbm"	100	-7	-11	-3
"2413"	"dynamic"	"easy"	"gbm"	101	5	5	4
"2437"	"dynamic"	"easy"	"gbm"	102	2	-4	5
"2461"	"dynamic"	"easy"	"gbm"	103	-15	7	5
"2485"	"dynamic"	"easy"	"gbm"	104	16	-3	-1
"2509"	"dynamic"	"easy"	"gbm"	105	6	11	1
"2533"	"dynamic"	"easy"	"gbm"	106	7	-16	0
"2557"	"dynamic"	"easy"	"gbm"	107	-20	6	-14
"2581"	"dynamic"	"easy"	"gbm"	108	-16	4	10
"2605"	"dynamic"	"easy"	"gbm"	109	-12	16	0
"2629"	"dynamic"	"easy"	"gbm"	110	-16	29	0
"2653"	"dynamic"	"easy"	"gbm"	111	1	10	-5
"2677"	"dynamic"	"easy"	"gbm"	112	0	-1	-8
"2701"	"dynamic"	"easy"	"gbm"	113	13	11	12
"2725"	"dynamic"	"easy"	"gbm"	114	11	13	-5
"2749"	"dynamic"	"easy"	"gbm"	115	-17	8	-3
"2773"	"dynamic"	"easy"	"gbm"	116	-6	10	-12
"2797"	"dynamic"	"easy"	"gbm"	117	-13	22	-16
"2821"	"dynamic"	"easy"	"gbm"	118	11	-7	2
"2845"	"dynamic"	"easy"	"gbm"	119	0	1	17
"2869"	"dynamic"	"easy"	"gbm"	120	-10	22	7
"2893"	"dynamic"	"easy"	"gbm"	121	-10	1	0
"2917"	"dynamic"	"easy"	"gbm"	122	7	10	16
"2941"	"dynamic"	"easy"	"gbm"	123	3	-4	-17
"2965"	"dynamic"	"easy"	"gbm"	124	-16	6	-12
"2989"	"dynamic"	"easy"	"gbm"	125	4	6	13
"3013"	"dynamic"	"easy"	"gbm"	126	2	0	-13
"3037"	"dynamic"	"easy"	"gbm"	127	-3	0	27
"3061"	"dynamic"	"easy"	"gbm"	128	2	-1	-3
"3085"	"dynamic"	"easy"	"gbm"	129	1	7	-5
"3109"	"dynamic"	"easy"	"gbm"	130	-9	-1	9
"3133"	"dynamic"	"easy"	"gbm"	131	5	-3	4
"3157"	"dynamic"	"easy"	"gbm"	132	4	4	-13
"3181"	"dynamic"	"easy"	"gbm"	133	-4	12	12
"3205"	"dynamic"	"easy"	"gbm"	134	-5	-7	-11
"3229"	"dynamic"	"easy"	"gbm"	135	-7	9	3
"3253"	"dynamic"	"easy"	"gbm"	136	7	2	-1
"3277"	"dynamic"	"easy"	"gbm"	137	-4	10	-6
"3301"	"dynamic"	"easy"	"gbm"	138	-30	4	14
"3325"	"dynamic"	"easy"	"gbm"	139	-16	-14	-8
"3349"	"dynamic"	"easy"	"gbm"	140	-5	-7	10
"3373"	"dynamic"	"easy"	"gbm"	141	-12	15	18
"3397"	"dynamic"	"easy"	"gbm"	142	-11	20	10
"3421"	"dynamic"	"easy"	"gbm"	143	3	-6	-5
"3445"	"dynamic"	"easy"	"gbm"	144	-10	-2	-16
"3469"	"dynamic"	"easy"	"gbm"	145	-13	13	13
"3493"	"dynamic"	"easy"	"gbm"	146	8	20	8
"3517"	"dynamic"	"easy"	"gbm"	147	-5	-4	-11
"3541"	"dynamic"	"easy"	"gbm"	148	-12	5	-10
"3565"	"dynamic"	"easy"	"gbm"	149	-10	-3	-4
"3589"	"dynamic"	"easy"	"gbm"	150	-4	-2	-3
"3613"	"dynamic"	"easy"	"gbm"	151	3	8	4
"3637"	"dynamic"	"easy"	"gbm"	152	-5	3	-2
"3661"	"dynamic"	"easy"	"gbm"	153	-7	13	6
"3685"	"dynamic"	"easy"	"gbm"	154	-2	-10	11
"3709"	"dynamic"	"easy"	"gbm"	155	-19	2	2
"3733"	"dynamic"	"easy"	"gbm"	156	-11	20	-12
"3757"	"dynamic"	"easy"	"gbm"	157	-3	-15	-5
"3781"	"dynamic"	"easy"	"gbm"	158	-6	-12	3
"3805"	"dynamic"	"easy"	"gbm"	159	0	8	-13
"3829"	"dynamic"	"easy"	"gbm"	160	-16	20	-14
"3853"	"dynamic"	"easy"	"gbm"	161	-4	12	1
"3877"	"dynamic"	"easy"	"gbm"	162	-2	-6	9
"3901"	"dynamic"	"easy"	"gbm"	163	-24	10	-8
"3925"	"dynamic"	"easy"	"gbm"	164	-3	16	9
"3949"	"dynamic"	"easy"	"gbm"	165	-9	8	14
"3973"	"dynamic"	"easy"	"gbm"	166	22	5	-5
"3997"	"dynamic"	"easy"	"gbm"	167	5	18	-1
"4021"	"dynamic"	"easy"	"gbm"	168	-15	-15	7
"4045"	"dynamic"	"easy"	"gbm"	169	0	-6	2
"4069"	"dynamic"	"easy"	"gbm"	170	-8	4	-1
"4093"	"dynamic"	"easy"	"gbm"	171	-10	-4	-4
"4117"	"dynamic"	"easy"	"gbm"	172	-1	9	-1
"4141"	"dynamic"	"easy"	"gbm"	173	-17	4	-3
"4165"	"dynamic"	"easy"	"gbm"	174	-22	11	-5
"4189"	"dynamic"	"easy"	"gbm"	175	6	-1	2
"4213"	"dynamic"	"easy"	"gbm"	176	-5	15	12
"4237"	"dynamic"	"easy"	"gbm"	177	-10	4	-28
"4261"	"dynamic"	"easy"	"gbm"	178	-26	15	-13
"4285"	"dynamic"	"easy"	"gbm"	179	-23	6	-9
"4309"	"dynamic"	"easy"	"gbm"	180	-20	3	-2
"4333"	"dynamic"	"easy"	"gbm"	181	-8	23	19
"4357"	"dynamic"	"easy"	"gbm"	182	-4	-2	10
"4381"	"dynamic"	"easy"	"gbm"	183	2	-4	-5
"4405"	"dynamic"	"easy"	"gbm"	184	-2	7	-11
"4429"	"dynamic"	"easy"	"gbm"	185	12	5	1
"4453"	"dynamic"	"easy"	"gbm"	186	-12	7	15
"4477"	"dynamic"	"easy"	"gbm"	187	-16	18	-17
"4501"	"dynamic"	"easy"	"gbm"	188	-5	24	1
"4525"	"dynamic"	"easy"	"gbm"	189	-2	-16	4
"4549"	"dynamic"	"easy"	"gbm"	190	-1	30	-1
"4573"	"dynamic"	"easy"	"gbm"	191	8	4	-1
"4597"	"dynamic"	"easy"	"gbm"	192	-11	8	7
"4621"	"dynamic"	"easy"	"gbm"	193	-3	2	6
"4645"	"dynamic"	"easy"	"gbm"	194	-10	14	0
"4669"	"dynamic"	"easy"	"gbm"	195	-6	-4	-8
"4693"	"dynamic"	"easy"	"gbm"	196	-20	-9	0
"4717"	"dynamic"	"easy"	"gbm"	197	-9	8	3
"4741"	"dynamic"	"easy"	"gbm"	198	8	4	4
"4765"	"dynamic"	"easy"	"gbm"	199	-3	-9	-2
"4789"	"dynamic"	"easy"	"gbm"	200	7	14	-4
"9"	"dynamic"	"easy"	"gmb"	1	8	9	-10
"33"	"dynamic"	"easy"	"gmb"	2	14	1	-37
"57"	"dynamic"	"easy"	"gmb"	3	5	9	9
"81"	"dynamic"	"easy"	"gmb"	4	9	7	9
"105"	"dynamic"	"easy"	"gmb"	5	15	-2	-2
"129"	"dynamic"	"easy"	"gmb"	6	1	4	-5
"153"	"dynamic"	"easy"	"gmb"	7	-33	12	-26
"177"	"dynamic"	"easy"	"gmb"	8	7	1	-6
"201"	"dynamic"	"easy"	"gmb"	9	-6	-12	-6
"225"	"dynamic"	"easy"	"gmb"	10	9	-4	3
"249"	"dynamic"	"easy"	"gmb"	11	14	-6	15
"273"	"dynamic"	"easy"	"gmb"	12	29	-8	-18
"297"	"dynamic"	"easy"	"gmb"	13	-4	9	-21
"321"	"dynamic"	"easy"	"gmb"	14	-13	1	-1
"345"	"dynamic"	"easy"	"gmb"	15	8	-15	-13
"369"	"dynamic"	"easy"	"gmb"	16	-13	5	12
"393"	"dynamic"	"easy"	"gmb"	17	-9	-11	-4
"417"	"dynamic"	"easy"	"gmb"	18	0	-6	7
"441"	"dynamic"	"easy"	"gmb"	19	5	-29	5
"465"	"dynamic"	"easy"	"gmb"	20	-2	-16	-2
"489"	"dynamic"	"easy"	"gmb"	21	-3	-14	-13
"513"	"dynamic"	"easy"	"gmb"	22	8	-13	7
"537"	"dynamic"	"easy"	"gmb"	23	13	-11	-14
"561"	"dynamic"	"easy"	"gmb"	24	3	11	2
"585"	"dynamic"	"easy"	"gmb"	25	7	-3	10
"609"	"dynamic"	"easy"	"gmb"	26	20	-3	-11
"633"	"dynamic"	"easy"	"gmb"	27	21	-8	4
"657"	"dynamic"	"easy"	"gmb"	28	4	-2	-15
"681"	"dynamic"	"easy"	"gmb"	29	16	-1	-20
"705"	"dynamic"	"easy"	"gmb"	30	3	-11	2
"729"	"dynamic"	"easy"	"gmb"	31	29	-2	-8
"753"	"dynamic"	"easy"	"gmb"	32	0	18	-2
"777"	"dynamic"	"easy"	"gmb"	33	-12	-14	-14
"801"	"dynamic"	"easy"	"gmb"	34	-7	-14	-8
"825"	"dynamic"	"easy"	"gmb"	35	12	-4	-3
"849"	"dynamic"	"easy"	"gmb"	36	-11	15	-8
"873"	"dynamic"	"easy"	"gmb"	37	8	10	-13
"897"	"dynamic"	"easy"	"gmb"	38	14	17	-5
"921"	"dynamic"	"easy"	"gmb"	39	8	13	-26
"945"	"dynamic"	"easy"	"gmb"	40	1	-11	-6
"969"	"dynamic"	"easy"	"gmb"	41	29	2	-7
"993"	"dynamic"	"easy"	"gmb"	42	-12	-5	12
"1017"	"dynamic"	"easy"	"gmb"	43	4	-3	-6
"1041"	"dynamic"	"easy"	"gmb"	44	11	-16	-15
"1065"	"dynamic"	"easy"	"gmb"	45	-5	6	-17
"1089"	"dynamic"	"easy"	"gmb"	46	1	-7	-7
"1113"	"dynamic"	"easy"	"gmb"	47	2	4	-17
"1137"	"dynamic"	"easy"	"gmb"	48	-4	-5	-13
"1161"	"dynamic"	"easy"	"gmb"	49	3	-9	-5
"1185"	"dynamic"	"easy"	"gmb"	50	21	-16	-3
"1209"	"dynamic"	"easy"	"gmb"	51	2	4	1
"1233"	"dynamic"	"easy"	"gmb"	52	15	-3	-7
"1257"	"dynamic"	"easy"	"gmb"	53	-6	9	-14
"1281"	"dynamic"	"easy"	"gmb"	54	5	1	-10
"1305"	"dynamic"	"easy"	"gmb"	55	9	1	-13
"1329"	"dynamic"	"easy"	"gmb"	56	-4	16	-19
"1353"	"dynamic"	"easy"	"gmb"	57	14	0	3
"1377"	"dynamic"	"easy"	"gmb"	58	16	9	-5
"1401"	"dynamic"	"easy"	"gmb"	59	2	14	0
"1425"	"dynamic"	"easy"	"gmb"	60	-2	-7	-21
"1449"	"dynamic"	"easy"	"gmb"	61	7	-9	10
"1473"	"dynamic"	"easy"	"gmb"	62	23	15	3
"1497"	"dynamic"	"easy"	"gmb"	63	16	-13	-18
"1521"	"dynamic"	"easy"	"gmb"	64	27	2	-4
"1545"	"dynamic"	"easy"	"gmb"	65	-8	-9	-9
"1569"	"dynamic"	"easy"	"gmb"	66	0	6	15
"1593"	"dynamic"	"easy"	"gmb"	67	19	1	1
"1617"	"dynamic"	"easy"	"gmb"	68	5	11	2
"1641"	"dynamic"	"easy"	"gmb"	69	-12	-3	3
"1665"	"dynamic"	"easy"	"gmb"	70	14	19	3
"1689"	"dynamic"	"easy"	"gmb"	71	12	-5	-8
"1713"	"dynamic"	"easy"	"gmb"	72	6	4	0
"1737"	"dynamic"	"easy"	"gmb"	73	17	-6	2
"1761"	"dynamic"	"easy"	"gmb"	74	21	-20	-9
"1785"	"dynamic"	"easy"	"gmb"	75	1	1	-11
"1809"	"dynamic"	"easy"	"gmb"	76	1	9	-11
"1833"	"dynamic"	"easy"	"gmb"	77	24	-17	-5
"1857"	"dynamic"	"easy"	"gmb"	78	11	29	-4
"1881"	"dynamic"	"easy"	"gmb"	79	4	-12	-11
"1905"	"dynamic"	"easy"	"gmb"	80	2	16	7
"1929"	"dynamic"	"easy"	"gmb"	81	-1	3	-8
"1953"	"dynamic"	"easy"	"gmb"	82	-6	9	8
"1977"	"dynamic"	"easy"	"gmb"	83	11	-4	-3
"2001"	"dynamic"	"easy"	"gmb"	84	16	11	9
"2025"	"dynamic"	"easy"	"gmb"	85	-2	5	-1
"2049"	"dynamic"	"easy"	"gmb"	86	8	5	1
"2073"	"dynamic"	"easy"	"gmb"	87	7	0	6
"2097"	"dynamic"	"easy"	"gmb"	88	6	-5	-6
"2121"	"dynamic"	"easy"	"gmb"	89	2	11	-6
"2145"	"dynamic"	"easy"	"gmb"	90	0	-11	-5
"2169"	"dynamic"	"easy"	"gmb"	91	-11	-2	-9
"2193"	"dynamic"	"easy"	"gmb"	92	2	2	-4
"2217"	"dynamic"	"easy"	"gmb"	93	6	-3	-11
"2241"	"dynamic"	"easy"	"gmb"	94	-15	12	-22
"2265"	"dynamic"	"easy"	"gmb"	95	-10	9	-4
"2289"	"dynamic"	"easy"	"gmb"	96	9	-3	-1
"2313"	"dynamic"	"easy"	"gmb"	97	-8	10	8
"2337"	"dynamic"	"easy"	"gmb"	98	7	4	2
"2361"	"dynamic"	"easy"	"gmb"	99	15	13	-1
"2385"	"dynamic"	"easy"	"gmb"	100	-7	-3	-11
"2409"	"dynamic"	"easy"	"gmb"	101	5	4	5
"2433"	"dynamic"	"easy"	"gmb"	102	2	5	-4
"2457"	"dynamic"	"easy"	"gmb"	103	-15	5	7
"2481"	"dynamic"	"easy"	"gmb"	104	16	-1	-3
"2505"	"dynamic"	"easy"	"gmb"	105	6	1	11
"2529"	"dynamic"	"easy"	"gmb"	106	7	0	-16
"2553"	"dynamic"	"easy"	"gmb"	107	-20	-14	6
"2577"	"dynamic"	"easy"	"gmb"	108	-16	10	4
"2601"	"dynamic"	"easy"	"gmb"	109	-12	0	16
"2625"	"dynamic"	"easy"	"gmb"	110	-16	0	29
"2649"	"dynamic"	"easy"	"gmb"	111	1	-5	10
"2673"	"dynamic"	"easy"	"gmb"	112	0	-8	-1
"2697"	"dynamic"	"easy"	"gmb"	113	13	12	11
"2721"	"dynamic"	"easy"	"gmb"	114	11	-5	13
"2745"	"dynamic"	"easy"	"gmb"	115	-17	-3	8
"2769"	"dynamic"	"easy"	"gmb"	116	-6	-12	10
"2793"	"dynamic"	"easy"	"gmb"	117	-13	-16	22
"2817"	"dynamic"	"easy"	"gmb"	118	11	2	-7
"2841"	"dynamic"	"easy"	"gmb"	119	0	17	1
"2865"	"dynamic"	"easy"	"gmb"	120	-10	7	22
"2889"	"dynamic"	"easy"	"gmb"	121	-10	0	1
"2913"	"dynamic"	"easy"	"gmb"	122	7	16	10
"2937"	"dynamic"	"easy"	"gmb"	123	3	-17	-4
"2961"	"dynamic"	"easy"	"gmb"	124	-16	-12	6
"2985"	"dynamic"	"easy"	"gmb"	125	4	13	6
"3009"	"dynamic"	"easy"	"gmb"	126	2	-13	0
"3033"	"dynamic"	"easy"	"gmb"	127	-3	27	0
"3057"	"dynamic"	"easy"	"gmb"	128	2	-3	-1
"3081"	"dynamic"	"easy"	"gmb"	129	1	-5	7
"3105"	"dynamic"	"easy"	"gmb"	130	-9	9	-1
"3129"	"dynamic"	"easy"	"gmb"	131	5	4	-3
"3153"	"dynamic"	"easy"	"gmb"	132	4	-13	4
"3177"	"dynamic"	"easy"	"gmb"	133	-4	12	12
"3201"	"dynamic"	"easy"	"gmb"	134	-5	-11	-7
"3225"	"dynamic"	"easy"	"gmb"	135	-7	3	9
"3249"	"dynamic"	"easy"	"gmb"	136	7	-1	2
"3273"	"dynamic"	"easy"	"gmb"	137	-4	-6	10
"3297"	"dynamic"	"easy"	"gmb"	138	-30	14	4
"3321"	"dynamic"	"easy"	"gmb"	139	-16	-8	-14
"3345"	"dynamic"	"easy"	"gmb"	140	-5	10	-7
"3369"	"dynamic"	"easy"	"gmb"	141	-12	18	15
"3393"	"dynamic"	"easy"	"gmb"	142	-11	10	20
"3417"	"dynamic"	"easy"	"gmb"	143	3	-5	-6
"3441"	"dynamic"	"easy"	"gmb"	144	-10	-16	-2
"3465"	"dynamic"	"easy"	"gmb"	145	-13	13	13
"3489"	"dynamic"	"easy"	"gmb"	146	8	8	20
"3513"	"dynamic"	"easy"	"gmb"	147	-5	-11	-4
"3537"	"dynamic"	"easy"	"gmb"	148	-12	-10	5
"3561"	"dynamic"	"easy"	"gmb"	149	-10	-4	-3
"3585"	"dynamic"	"easy"	"gmb"	150	-4	-3	-2
"3609"	"dynamic"	"easy"	"gmb"	151	3	4	8
"3633"	"dynamic"	"easy"	"gmb"	152	-5	-2	3
"3657"	"dynamic"	"easy"	"gmb"	153	-7	6	13
"3681"	"dynamic"	"easy"	"gmb"	154	-2	11	-10
"3705"	"dynamic"	"easy"	"gmb"	155	-19	2	2
"3729"	"dynamic"	"easy"	"gmb"	156	-11	-12	20
"3753"	"dynamic"	"easy"	"gmb"	157	-3	-5	-15
"3777"	"dynamic"	"easy"	"gmb"	158	-6	3	-12
"3801"	"dynamic"	"easy"	"gmb"	159	0	-13	8
"3825"	"dynamic"	"easy"	"gmb"	160	-16	-14	20
"3849"	"dynamic"	"easy"	"gmb"	161	-4	1	12
"3873"	"dynamic"	"easy"	"gmb"	162	-2	9	-6
"3897"	"dynamic"	"easy"	"gmb"	163	-24	-8	10
"3921"	"dynamic"	"easy"	"gmb"	164	-3	9	16
"3945"	"dynamic"	"easy"	"gmb"	165	-9	14	8
"3969"	"dynamic"	"easy"	"gmb"	166	22	-5	5
"3993"	"dynamic"	"easy"	"gmb"	167	5	-1	18
"4017"	"dynamic"	"easy"	"gmb"	168	-15	7	-15
"4041"	"dynamic"	"easy"	"gmb"	169	0	2	-6
"4065"	"dynamic"	"easy"	"gmb"	170	-8	-1	4
"4089"	"dynamic"	"easy"	"gmb"	171	-10	-4	-4
"4113"	"dynamic"	"easy"	"gmb"	172	-1	-1	9
"4137"	"dynamic"	"easy"	"gmb"	173	-17	-3	4
"4161"	"dynamic"	"easy"	"gmb"	174	-22	-5	11
"4185"	"dynamic"	"easy"	"gmb"	175	6	2	-1
"4209"	"dynamic"	"easy"	"gmb"	176	-5	12	15
"4233"	"dynamic"	"easy"	"gmb"	177	-10	-28	4
"4257"	"dynamic"	"easy"	"gmb"	178	-26	-13	15
"4281"	"dynamic"	"easy"	"gmb"	179	-23	-9	6
"4305"	"dynamic"	"easy"	"gmb"	180	-20	-2	3
"4329"	"dynamic"	"easy"	"gmb"	181	-8	19	23
"4353"	"dynamic"	"easy"	"gmb"	182	-4	10	-2
"4377"	"dynamic"	"easy"	"gmb"	183	2	-5	-4
"4401"	"dynamic"	"easy"	"gmb"	184	-2	-11	7
"4425"	"dynamic"	"easy"	"gmb"	185	12	1	5
"4449"	"dynamic"	"easy"	"gmb"	186	-12	15	7
"4473"	"dynamic"	"easy"	"gmb"	187	-16	-17	18
"4497"	"dynamic"	"easy"	"gmb"	188	-5	1	24
"4521"	"dynamic"	"easy"	"gmb"	189	-2	4	-16
"4545"	"dynamic"	"easy"	"gmb"	190	-1	-1	30
"4569"	"dynamic"	"easy"	"gmb"	191	8	-1	4
"4593"	"dynamic"	"easy"	"gmb"	192	-11	7	8
"4617"	"dynamic"	"easy"	"gmb"	193	-3	6	2
"4641"	"dynamic"	"easy"	"gmb"	194	-10	0	14
"4665"	"dynamic"	"easy"	"gmb"	195	-6	-8	-4
"4689"	"dynamic"	"easy"	"gmb"	196	-20	0	-9
"4713"	"dynamic"	"easy"	"gmb"	197	-9	3	8
"4737"	"dynamic"	"easy"	"gmb"	198	8	4	4
"4761"	"dynamic"	"easy"	"gmb"	199	-3	-2	-9
"4785"	"dynamic"	"easy"	"gmb"	200	7	-4	14
"21"	"dynamic"	"easy"	"mbg"	1	9	-10	8
"45"	"dynamic"	"easy"	"mbg"	2	1	-37	14
"69"	"dynamic"	"easy"	"mbg"	3	9	9	5
"93"	"dynamic"	"easy"	"mbg"	4	7	9	9
"117"	"dynamic"	"easy"	"mbg"	5	-2	-2	15
"141"	"dynamic"	"easy"	"mbg"	6	4	-5	1
"165"	"dynamic"	"easy"	"mbg"	7	12	-26	-33
"189"	"dynamic"	"easy"	"mbg"	8	1	-6	7
"213"	"dynamic"	"easy"	"mbg"	9	-12	-6	-6
"237"	"dynamic"	"easy"	"mbg"	10	-4	3	9
"261"	"dynamic"	"easy"	"mbg"	11	-6	15	14
"285"	"dynamic"	"easy"	"mbg"	12	-8	-18	29
"309"	"dynamic"	"easy"	"mbg"	13	9	-21	-4
"333"	"dynamic"	"easy"	"mbg"	14	1	-1	-13
"357"	"dynamic"	"easy"	"mbg"	15	-15	-13	8
"381"	"dynamic"	"easy"	"mbg"	16	5	12	-13
"405"	"dynamic"	"easy"	"mbg"	17	-11	-4	-9
"429"	"dynamic"	"easy"	"mbg"	18	-6	7	0
"453"	"dynamic"	"easy"	"mbg"	19	-29	5	5
"477"	"dynamic"	"easy"	"mbg"	20	-16	-2	-2
"501"	"dynamic"	"easy"	"mbg"	21	-14	-13	-3
"525"	"dynamic"	"easy"	"mbg"	22	-13	7	8
"549"	"dynamic"	"easy"	"mbg"	23	-11	-14	13
"573"	"dynamic"	"easy"	"mbg"	24	11	2	3
"597"	"dynamic"	"easy"	"mbg"	25	-3	10	7
"621"	"dynamic"	"easy"	"mbg"	26	-3	-11	20
"645"	"dynamic"	"easy"	"mbg"	27	-8	4	21
"669"	"dynamic"	"easy"	"mbg"	28	-2	-15	4
"693"	"dynamic"	"easy"	"mbg"	29	-1	-20	16
"717"	"dynamic"	"easy"	"mbg"	30	-11	2	3
"741"	"dynamic"	"easy"	"mbg"	31	-2	-8	29
"765"	"dynamic"	"easy"	"mbg"	32	18	-2	0
"789"	"dynamic"	"easy"	"mbg"	33	-14	-14	-12
"813"	"dynamic"	"easy"	"mbg"	34	-14	-8	-7
"837"	"dynamic"	"easy"	"mbg"	35	-4	-3	12
"861"	"dynamic"	"easy"	"mbg"	36	15	-8	-11
"885"	"dynamic"	"easy"	"mbg"	37	10	-13	8
"909"	"dynamic"	"easy"	"mbg"	38	17	-5	14
"933"	"dynamic"	"easy"	"mbg"	39	13	-26	8
"957"	"dynamic"	"easy"	"mbg"	40	-11	-6	1
"981"	"dynamic"	"easy"	"mbg"	41	2	-7	29
"1005"	"dynamic"	"easy"	"mbg"	42	-5	12	-12
"1029"	"dynamic"	"easy"	"mbg"	43	-3	-6	4
"1053"	"dynamic"	"easy"	"mbg"	44	-16	-15	11
"1077"	"dynamic"	"easy"	"mbg"	45	6	-17	-5
"1101"	"dynamic"	"easy"	"mbg"	46	-7	-7	1
"1125"	"dynamic"	"easy"	"mbg"	47	4	-17	2
"1149"	"dynamic"	"easy"	"mbg"	48	-5	-13	-4
"1173"	"dynamic"	"easy"	"mbg"	49	-9	-5	3
"1197"	"dynamic"	"easy"	"mbg"	50	-16	-3	21
"1221"	"dynamic"	"easy"	"mbg"	51	4	1	2
"1245"	"dynamic"	"easy"	"mbg"	52	-3	-7	15
"1269"	"dynamic"	"easy"	"mbg"	53	9	-14	-6
"1293"	"dynamic"	"easy"	"mbg"	54	1	-10	5
"1317"	"dynamic"	"easy"	"mbg"	55	1	-13	9
"1341"	"dynamic"	"easy"	"mbg"	56	16	-19	-4
"1365"	"dynamic"	"easy"	"mbg"	57	0	3	14
"1389"	"dynamic"	"easy"	"mbg"	58	9	-5	16
"1413"	"dynamic"	"easy"	"mbg"	59	14	0	2
"1437"	"dynamic"	"easy"	"mbg"	60	-7	-21	-2
"1461"	"dynamic"	"easy"	"mbg"	61	-9	10	7
"1485"	"dynamic"	"easy"	"mbg"	62	15	3	23
"1509"	"dynamic"	"easy"	"mbg"	63	-13	-18	16
"1533"	"dynamic"	"easy"	"mbg"	64	2	-4	27
"1557"	"dynamic"	"easy"	"mbg"	65	-9	-9	-8
